"Year","Source Name","ORIS Code","Unit ID","State","State Identifier","Control Period","Op Time","Op Hours","CO2 Mass (Tons)","Heat Input (mmBtu)","Eligible Biomass (Tons) (State Value)","Eligible CHP Thermal Output (Tons) (State Value)","Reporting Status"
2023,"Commonwealth Chesapeake",55381,"CT-001, CT-002, CT-003, CT-004, CT-005, CT-006, CT-007","VA"," ","01/01/2021 - 12/31/2023",683.16,"1,179","19,837.237","244,474",0.000,0.000,"Complete"
2009,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2009 - 12/31/2011","18,271.42","18,397","2,400,222.854","40,388,305",0.000,0.000,"Complete"
2010,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2009 - 12/31/2011","19,000.19","19,114","2,520,542.067","42,409,717",0.000,0.000,"Complete"
2011,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2009 - 12/31/2011","13,271.95","13,379","1,725,377.385","29,032,848",0.000,0.000,"Complete"
2012,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2012 - 12/31/2014","17,846.10","17,945","2,349,886.339","39,541,396",0.000,0.000,"Complete"
2013,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2012 - 12/31/2014","11,876.56","12,175","1,515,418.914","25,499,796",0.000,0.000,"Complete"
2014,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2012 - 12/31/2014","9,055.98","9,274","1,130,222.251","19,018,063",0.000,0.000,"Complete"
2015,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2015 - 12/31/2017","11,303.67","11,617","1,415,227.504","23,813,880",0.000,0.000,"Complete"
2016,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2015 - 12/31/2017","13,105.95","13,359","1,668,142.863","28,069,622",0.000,0.000,"Complete"
2017,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2015 - 12/31/2017","12,513.04","12,778","1,637,707.071","27,557,465",0.000,0.000,"Complete"
2018,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2018 - 12/31/2020","11,744.85","11,879","1,521,092.281","25,595,195",0.000,0.000,"Complete"
2019,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2018 - 12/31/2020","9,830.44","9,926","1,245,623.802","20,960,031",0.000,0.000,"Complete"
2020,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2018 - 12/31/2020","6,464.97","6,521","837,827.477","14,098,036",0.000,0.000,"Complete"
2021,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2021 - 12/31/2023","5,864.94","6,016","764,976.905","12,872,219",0.000,0.000,"Complete"
2022,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2021 - 12/31/2023","13,550.00","13,698","1,832,564.787","30,836,376",0.000,0.000,"Complete"
2023,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2021 - 12/31/2023","5,928.19","6,008","777,277.410","13,078,919",0.000,0.000,"Complete"
2024,"Athens Generating Company",55405,"1, 2, 3","NY",4192200055,"01/01/2024 - 12/31/2026","12,362.73","12,419","1,665,683.715","28,028,253",0.000,0.000,"Complete"
2021,"Tenaska Virginia Generating Station",55439,"CTGDB1, CTGDB2, CTGDB3","VA"," ","01/01/2021 - 12/31/2023","14,528.53","14,894","1,546,602.399","26,022,440",0.000,0.000,"Complete"
2022,"Tenaska Virginia Generating Station",55439,"CTGDB1, CTGDB2, CTGDB3","VA"," ","01/01/2021 - 12/31/2023","15,649.71","16,082","1,592,748.730","26,761,636",0.000,0.000,"Complete"
2023,"Tenaska Virginia Generating Station",55439,"CTGDB1, CTGDB2, CTGDB3","VA"," ","01/01/2021 - 12/31/2023","16,456.15","16,626","1,684,192.828","28,323,991",0.000,0.000,"Complete"
2022,"Fayette Power Company LLC",55516,"CTG1, CTG2","PA"," ","01/01/2021 - 12/31/2023","8,266.74","8,301","1,055,646.539","17,763,303",0.000,0.000,"Complete"
2023,"Fayette Power Company LLC",55516,"CTG1, CTG2","PA"," ","01/01/2021 - 12/31/2023","16,949.43","16,964","2,325,079.463","39,123,964",0.000,0.000,"Complete"
2009,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2009 - 12/31/2011","2,519.41","3,545","63,547.308","1,069,286",0.000,0.000,"Complete"
2010,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2009 - 12/31/2011","5,199.39","7,053","130,267.860","2,192,027",0.000,0.000,"Complete"
2011,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2009 - 12/31/2011","4,493.22","6,115","105,167.064","1,769,693",0.000,0.000,"Complete"
2012,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2012 - 12/31/2014","2,745.69","3,489","63,059.120","1,061,086",0.000,0.000,"Complete"
2013,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2012 - 12/31/2014","1,461.23","2,017","31,188.341","524,818",0.000,0.000,"Complete"
2014,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2012 - 12/31/2014","1,293.41","1,809","28,339.408","476,816",0.000,0.000,"Complete"
2015,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2015 - 12/31/2017","3,546.52","4,947","79,425.054","1,336,473",0.000,0.000,"Complete"
2016,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2015 - 12/31/2017","4,885.62","6,215","114,022.092","1,918,661",0.000,0.000,"Complete"
2017,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2015 - 12/31/2017","3,690.30","4,739","85,471.692","1,438,232",0.000,0.000,"Complete"
2018,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2018 - 12/31/2020","3,524.87","4,622","83,917.766","1,412,090",0.000,0.000,"Complete"
2019,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2018 - 12/31/2020","2,511.00","3,460","60,318.759","1,014,953",0.000,0.000,"Complete"
2020,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2018 - 12/31/2020","3,996.18","5,178","97,154.174","1,634,815",0.000,0.000,"Complete"
2021,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2021 - 12/31/2023","2,904.65","3,901","69,387.075","1,167,536",0.000,0.000,"Complete"
2022,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2021 - 12/31/2023","2,104.89","2,931","48,462.035","815,455",0.000,0.000,"Complete"
2023,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2021 - 12/31/2023","4,340.98","5,845","100,134.640","1,684,884",0.000,0.000,"Complete"
2024,"Wallingford Energy, LLC",55517,"CT01, CT02, CT03, CT04, CT05, CT06, CT07","CT","189-114","01/01/2024 - 12/31/2026","2,263.95","3,025","53,554.671","901,118",0.000,0.000,"Complete"
2022,"York Energy Center",55524,"1, 2, 3, 5, 6","PA"," ","01/01/2021 - 12/31/2023","16,687.16","17,145","1,825,494.528","30,587,744",0.000,0.000,"Complete"
2023,"York Energy Center",55524,"1, 2, 3, 5, 6","PA"," ","01/01/2021 - 12/31/2023","37,610.22","37,876","3,897,636.392","65,582,982",0.000,0.000,"Complete"
2009,"Binghamton Cogen Plant",55600,1,"NY",7030200079,"01/01/2009 - 12/31/2011",61.02,70,"1,229.600","20,848",0.000,0.000,"Complete"
2010,"Binghamton Cogen Plant",55600,1,"NY",7030200079,"01/01/2009 - 12/31/2011",197.62,232,"4,142.400","70,230",0.000,0.000,"Complete"
2011,"Binghamton Cogen Plant",55600,1,"NY",7030200079,"01/01/2009 - 12/31/2011",81.39,94,"1,714.700","29,054",0.000,0.000,"Complete"
2012,"Binghamton Cogen Plant",55600,1,"NY",7030200079,"01/01/2012 - 12/31/2014",0.00,0,0.000,0,0.000,0.000,"Complete"
2013,"Binghamton Cogen Plant",55600,1,"NY",7030200079,"01/01/2012 - 12/31/2014",0.00,0,0.000,0,0.000,0.000,"Complete"
2014,"Binghamton Cogen Plant",55600,1,"NY",7030200079,"01/01/2012 - 12/31/2014",21.20,38,345.000,"5,848",0.000,0.000,"Complete"
2015,"Binghamton Cogen Plant",55600,1,"NY",7030200079,"01/01/2015 - 12/31/2017",869.32,970,"20,054.600","340,238",0.000,0.000,"Complete"
2016,"Binghamton Cogen Plant",55600,1,"NY",7030200079,"01/01/2015 - 12/31/2017",809.29,897,"18,187.900","308,334",0.000,0.000,"Complete"
2017,"Binghamton Cogen Plant",55600,1,"NY",7030200079,"01/01/2015 - 12/31/2017",142.54,208,"2,424.600","41,093",0.000,0.000,"Complete"
2018,"Binghamton Cogen Plant",55600,1,"NY",7030200079,"01/01/2018 - 12/31/2020",88.83,96,"2,067.000","35,040",0.000,0.000,"Complete"
2022,"Chambersburg Units 12 & 13",55654,"12, 13","PA"," ","01/01/2021 - 12/31/2023","3,310.86","3,609","86,005.097","1,447,215",0.000,0.000,"Complete"
2023,"Chambersburg Units 12 & 13",55654,"12, 13","PA"," ","01/01/2021 - 12/31/2023","5,607.69","6,252","148,963.020","2,506,603",0.000,0.000,"Complete"
2009,"Newington Energy",55661,"1, 2","NH"," ","01/01/2009 - 12/31/2011","7,199.72","7,590","633,312.122","10,637,264",0.000,0.000,"Complete"
2010,"Newington Energy",55661,"1, 2","NH"," ","01/01/2009 - 12/31/2011","8,710.14","9,073","840,701.638","14,145,935",0.000,0.000,"Complete"
2011,"Newington Energy",55661,"1, 2","NH"," ","01/01/2009 - 12/31/2011","11,769.05","12,241","1,181,247.383","19,875,777",0.000,0.000,"Complete"
2012,"Newington Energy",55661,"1, 2","NH"," ","01/01/2012 - 12/31/2014","9,972.85","10,523","944,578.095","15,894,385",0.000,0.000,"Complete"
2013,"Newington Energy",55661,"1, 2","NH"," ","01/01/2012 - 12/31/2014","3,405.49","3,686","317,361.066","5,260,656",0.000,0.000,"Complete"
2014,"Newington Energy",55661,"1, 2","NH"," ","01/01/2012 - 12/31/2014","4,873.61","5,203","454,352.583","7,187,317",0.000,0.000,"Complete"
2015,"Newington Energy",55661,"1, 2","NH"," ","01/01/2015 - 12/31/2017","6,294.01","6,788","607,908.490","10,083,793",0.000,0.000,"Complete"
2016,"Newington Energy",55661,"1, 2","NH"," ","01/01/2015 - 12/31/2017","5,819.01","6,299","566,081.321","9,520,839",0.000,0.000,"Complete"
2017,"Newington Energy",55661,"1, 2","NH"," ","01/01/2015 - 12/31/2017","4,034.86","4,351","385,438.832","6,301,374",0.000,0.000,"Complete"
2018,"Newington Energy",55661,"1, 2","NH"," ","01/01/2018 - 12/31/2020","3,902.25","4,220","369,953.934","6,053,942",0.000,0.000,"Complete"
2019,"Newington Energy",55661,"1, 2","NH"," ","01/01/2018 - 12/31/2020","2,544.64","2,752","231,627.926","3,879,070",0.000,0.000,"Complete"
2020,"Newington Energy",55661,"1, 2","NH"," ","01/01/2018 - 12/31/2020","2,278.82","2,462","214,199.966","3,536,235",0.000,0.000,"Complete"
2021,"Newington Energy",55661,"1, 2","NH"," ","01/01/2021 - 12/31/2023","5,258.89","5,615","547,624.595","9,097,200",0.000,0.000,"Complete"
2022,"Newington Energy",55661,"1, 2","NH"," ","01/01/2021 - 12/31/2023","5,954.99","6,310","640,174.762","9,866,017",0.000,0.000,"Complete"
2023,"Newington Energy",55661,"1, 2","NH"," ","01/01/2021 - 12/31/2023","3,804.71","4,087","375,522.043","6,304,494",0.000,0.000,"Complete"
2024,"Newington Energy",55661,"1, 2","NH"," ","01/01/2024 - 12/31/2026","5,066.65","5,436","541,826.173","9,159,406",0.000,0.000,"Complete"
2022,"Lower Mount Bethel Energy, LLC",55667,"CT01, CT02","PA"," ","01/01/2021 - 12/31/2023","8,298.12","8,309","966,304.182","16,259,966",0.000,0.000,"Complete"
2023,"Lower Mount Bethel Energy, LLC",55667,"CT01, CT02","PA"," ","01/01/2021 - 12/31/2023","15,657.18","15,667","1,826,506.685","30,734,566",0.000,0.000,"Complete"
2022,"Bethlehem Power Plant",55690,"1, 2, 3, 5, 6, 7","PA"," ","01/01/2021 - 12/31/2023","16,930.12","17,641","1,147,722.616","19,155,089",0.000,0.000,"Complete"
2023,"Bethlehem Power Plant",55690,"1, 2, 3, 5, 6, 7","PA"," ","01/01/2021 - 12/31/2023","42,365.51","43,034","2,904,928.771","48,879,001",0.000,0.000,"Complete"
2009,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2009 - 12/31/2011",637.16,789,"22,976.786","350,361",0.000,0.000,"Complete"
2010,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2009 - 12/31/2011","1,570.19","1,795","57,100.644","884,247",0.000,0.000,"Complete"
2011,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2009 - 12/31/2011","2,040.55","2,322","71,885.985","1,174,208",0.000,0.000,"Complete"
2012,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2012 - 12/31/2014","2,743.03","2,976","96,113.818","1,590,271",0.000,0.000,"Complete"
2013,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2012 - 12/31/2014","3,522.91","3,953","122,646.429","1,991,318",0.000,0.000,"Complete"
2014,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2012 - 12/31/2014","4,649.74","5,168","166,521.373","2,737,272",0.000,0.000,"Complete"
2015,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2015 - 12/31/2017","4,607.60","5,159","166,972.194","2,736,622",0.000,0.000,"Complete"
2016,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2015 - 12/31/2017","4,304.45","4,750","150,741.288","2,498,206",0.000,0.000,"Complete"
2017,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2015 - 12/31/2017","2,123.52","2,474","73,518.874","1,209,030",0.000,0.000,"Complete"
2018,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2018 - 12/31/2020","2,963.81","3,359","104,473.066","1,722,492",0.000,0.000,"Complete"
2019,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2018 - 12/31/2020","2,475.70","2,817","88,612.503","1,457,182",0.000,0.000,"Complete"
2020,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2018 - 12/31/2020","2,166.44","2,496","80,206.897","1,267,993",0.000,0.000,"Complete"
2021,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2021 - 12/31/2023","2,332.17","2,809","81,231.048","1,356,599",0.000,0.000,"Complete"
2022,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2021 - 12/31/2023","2,309.92","3,000","75,481.820","1,267,019",0.000,0.000,"Complete"
2023,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2021 - 12/31/2023","3,015.80","3,708","83,158.450","1,364,216",0.000,0.000,"Complete"
2024,"Bayswater Peaking Facility",55699,"1, 2","NY",2630800513,"01/01/2024 - 12/31/2026","1,583.46","2,005","48,238.416","804,665",0.000,0.000,"Complete"
2022,"Springdale Generating Station (55710)",55710,"3, 4","PA"," ","01/01/2021 - 12/31/2023","8,414.65","8,417","842,555.323","14,177,667",0.000,0.000,"Complete"
2023,"Springdale Generating Station (55710)",55710,"3, 4","PA"," ","01/01/2021 - 12/31/2023","16,234.90","16,248","1,679,236.002","28,256,418",0.000,0.000,"Complete"
2021,"Buchanan Units 1 & 2",55738,"1, 2","VA"," ","01/01/2021 - 12/31/2023","9,973.76","10,615","225,450.077","3,793,656",0.000,0.000,"Complete"
2022,"Buchanan Units 1 & 2",55738,"1, 2","VA"," ","01/01/2021 - 12/31/2023","8,164.52","8,757","187,384.984","3,153,156",0.000,0.000,"Complete"
2023,"Buchanan Units 1 & 2",55738,"1, 2","VA"," ","01/01/2021 - 12/31/2023","4,493.61","4,732","107,621.031","1,810,925",0.000,0.000,"Complete"
2009,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2009 - 12/31/2011","1,397.18","1,779","33,015.354","555,552",0.000,0.000,"Complete"
2010,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2009 - 12/31/2011","3,581.67","4,271","86,189.708","1,450,352",0.000,0.000,"Complete"
2011,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2009 - 12/31/2011","3,782.63","4,391","91,514.367","1,539,712",0.000,0.000,"Complete"
2012,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2012 - 12/31/2014","5,195.82","5,875","125,221.580","2,107,048",0.000,0.000,"Complete"
2013,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2012 - 12/31/2014","5,316.96","6,045","131,772.789","2,217,246",0.000,0.000,"Complete"
2014,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2012 - 12/31/2014","4,369.22","4,976","113,306.657","1,906,608",0.000,0.000,"Complete"
2015,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2015 - 12/31/2017","2,999.07","3,588","77,968.875","1,312,009",0.000,0.000,"Complete"
2016,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2015 - 12/31/2017","2,513.01","3,108","64,841.342","1,091,092",0.000,0.000,"Complete"
2017,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2015 - 12/31/2017","1,770.81","2,307","44,959.401","756,502",0.000,0.000,"Complete"
2018,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2018 - 12/31/2020","2,715.31","3,440","68,032.828","1,144,783",0.000,0.000,"Complete"
2019,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2018 - 12/31/2020","1,521.80","1,857","37,833.855","636,579",0.000,0.000,"Complete"
2020,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2018 - 12/31/2020","2,015.79","2,588","51,354.894","864,145",0.000,0.000,"Complete"
2021,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2021 - 12/31/2023","3,315.29","4,080","85,390.231","1,436,858",0.000,0.000,"Complete"
2022,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2021 - 12/31/2023","3,812.93","4,733","97,560.860","1,641,628",0.000,0.000,"Complete"
2023,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2021 - 12/31/2023","2,381.55","3,124","60,418.822","1,016,694",0.000,0.000,"Complete"
2024,"Edgewood Energy",55786,"CT01, CT02","NY",1472803244,"01/01/2024 - 12/31/2026",992.19,"1,346","24,502.201","412,311",0.000,0.000,"Complete"
2009,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2009 - 12/31/2011",501.43,596,"15,653.724","192,902",0.000,0.000,"Complete"
2010,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2009 - 12/31/2011",810.81,945,"25,530.215","314,657",0.000,0.000,"Complete"
2011,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2009 - 12/31/2011",544.03,648,"16,625.932","204,914",0.000,0.000,"Complete"
2012,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2012 - 12/31/2014",570.52,697,"16,398.229","202,108",0.000,0.000,"Complete"
2013,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2012 - 12/31/2014",513.16,647,"15,876.534","195,677",0.000,0.000,"Complete"
2014,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2012 - 12/31/2014",344.78,506,"10,169.291","125,332",0.000,0.000,"Complete"
2015,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2015 - 12/31/2017",120.88,197,"3,869.191","47,684",0.000,0.000,"Complete"
2016,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2015 - 12/31/2017",162.33,225,"5,825.855","71,794",0.000,0.000,"Complete"
2017,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2015 - 12/31/2017",111.56,165,"3,570.582","44,006",0.000,0.000,"Complete"
2018,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2018 - 12/31/2020",214.67,330,"6,383.256","78,666",0.000,0.000,"Complete"
2019,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2018 - 12/31/2020",121.11,171,"3,690.544","45,486",0.000,0.000,"Complete"
2020,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2018 - 12/31/2020",869.56,"1,121","27,632.448","340,518",0.000,0.000,"Complete"
2021,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2021 - 12/31/2023",628.22,877,"19,534.905","240,752",0.000,0.000,"Complete"
2022,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2021 - 12/31/2023",550.22,881,"16,423.799","202,417",0.000,0.000,"Complete"
2023,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2021 - 12/31/2023",350.47,536,"10,642.983","131,161",0.000,0.000,"Complete"
2024,"Shoreham Energy",55787,"CT01, CT02","NY",1472204133,"01/01/2024 - 12/31/2026",40.07,75,"1,210.311","14,916",0.000,0.000,"Complete"
2022,"Marcus Hook Energy, LP",55801,"0001, 0002, 0003","PA"," ","01/01/2021 - 12/31/2023","12,042.35","12,063","1,306,572.021","21,985,710",0.000,0.000,"Complete"
2023,"Marcus Hook Energy, LP",55801,"0001, 0002, 0003","PA"," ","01/01/2021 - 12/31/2023","22,021.30","22,053","2,461,555.714","41,420,372",0.000,0.000,"Complete"
2009,"Ocean Peaking Power",55938,"OPP3, OPP4","NJ",78896,"01/01/2009 - 12/31/2011",342.71,388,"32,730.535","550,746",0.000,0.000,"Complete"
2010,"Ocean Peaking Power",55938,"OPP3, OPP4","NJ",78896,"01/01/2009 - 12/31/2011","1,331.05","1,459","127,328.304","2,142,549",0.000,0.000,"Complete"
2011,"Ocean Peaking Power",55938,"OPP3, OPP4","NJ",78896,"01/01/2009 - 12/31/2011","1,730.03","1,859","164,622.904","2,770,077",0.000,0.000,"Complete"
2020,"Ocean Peaking Power",55938,"OPP3, OPP4","NJ",78896,"01/01/2018 - 12/31/2020","1,443.37","1,591","142,135.220","2,391,679",0.000,0.000,"Complete"
2021,"Ocean Peaking Power",55938,"OPP3, OPP4","NJ",78896,"01/01/2021 - 12/31/2023","1,333.49","1,486","130,044.319","2,188,249",0.000,0.000,"Complete"
2022,"Ocean Peaking Power",55938,"OPP3, OPP4","NJ",78896,"01/01/2021 - 12/31/2023","1,225.03","1,378","116,943.387","1,967,803",0.000,0.000,"Complete"
2023,"Ocean Peaking Power",55938,"OPP3, OPP4","NJ",78896,"01/01/2021 - 12/31/2023","1,518.29","1,644","145,416.239","2,446,927",0.000,0.000,"Complete"
2024,"Ocean Peaking Power",55938,"OPP3, OPP4","NJ",78896,"01/01/2024 - 12/31/2026","1,192.68","1,367","116,612.433","1,962,252",0.000,0.000,"Complete"
2021,"Warren County Power Station",55939,"1A, 1B, 1C","VA"," ","01/01/2021 - 12/31/2023","18,972.23","19,008","2,934,625.737","49,380,569",0.000,0.000,"Complete"
2022,"Warren County Power Station",55939,"1A, 1B, 1C","VA"," ","01/01/2021 - 12/31/2023","19,804.52","19,822","3,142,028.350","52,870,868",0.000,0.000,"Complete"
2023,"Warren County Power Station",55939,"1A, 1B, 1C","VA"," ","01/01/2021 - 12/31/2023","21,443.44","21,459","3,451,963.677","58,086,030",0.000,0.000,"Complete"
2009,"Hawkeye Energy Greenport, LLC",55969,"U-01","NY",1473803119,"01/01/2009 - 12/31/2011","1,055.00","1,141","39,208.550","483,212",0.000,0.000,"Complete"
